Pid      Process              Base       InLoad InInit InMem MappedPath
    1004 svchost.exe          0x50040000 True   True   True  \WINDOWS\system32\wuaueng.dll
    1004 svchost.exe          0x76c60000 True   True   True  \WINDOWS\system32\sfc_os.dll
    1004 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1004 svchost.exe          0x76e90000 True   True   True  \WINDOWS\system32\rasman.dll
    1004 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1004 svchost.exe          0x736d0000 True   True   True  \WINDOWS\system32\dot3dlg.dll
    1004 svchost.exe          0x76ce0000 True   True   True  \WINDOWS\system32\cryptsvc.dll
    1004 svchost.exe          0x776c0000 True   True   True  \WINDOWS\system32\authz.dll
    1004 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1004 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1004 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1004 svchost.exe          0x74f90000 True   True   True  \WINDOWS\system32\dmserver.dll
    1004 svchost.exe          0x76bb0000 True   True   True  \WINDOWS\system32\sfc.dll
    1004 svchost.exe          0x76de0000 True   True   True  \WINDOWS\system32\upnp.dll
    1004 svchost.exe          0x5f770000 True   True   True  \WINDOWS\system32\ncobjapi.dll
    1004 svchost.exe          0x76620000 True   True   True  \WINDOWS\system32\comsvcs.dll
    1004 svchost.exe          0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1004 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1004 svchost.exe          0x7e720000 True   True   True  \WINDOWS\system32\sxs.dll
    1004 svchost.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1004 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1004 svchost.exe          0x600a0000 True   True   True  \WINDOWS\system32\mspatcha.dll
    1004 svchost.exe          0x762c0000 True   True   True  \WINDOWS\system32\wbem\wbemcore.dll
    1004 svchost.exe          0x768d0000 True   True   True  \WINDOWS\system32\rasdlg.dll
    1004 svchost.exe          0x76ee0000 True   True   True  \WINDOWS\system32\rasapi32.dll
    1004 svchost.exe          0x4d4f0000 True   True   True  \WINDOWS\system32\winhttp.dll
    1004 svchost.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1056 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
    1056 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1056 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1056 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1056 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1056 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1056 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1056 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1056 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1056 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1056 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1056 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1056 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1056 svchost.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1056 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1056 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1056 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1056 svchost.exe          0x76770000 True   True   True  \WINDOWS\system32\dnsrslvr.dll
    1056 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1056 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1056 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1056 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1056 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1056 svchost.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1056 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1056 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1056 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1220 svchost.exe          0x00630000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1220 svchost.exe          0x01000000 True   False  True  \WINDOWS\system32\svchost.exe
    1220 svchost.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1220 svchost.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1220 svchost.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1220 svchost.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1220 svchost.exe          0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
    1220 svchost.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1220 svchost.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1220 svchost.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1220 svchost.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1220 svchost.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1220 svchost.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1220 svchost.exe          0x74c40000 True   True   True  \WINDOWS\system32\lmhsvc.dll
    1220 svchost.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1220 svchost.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1220 svchost.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1220 svchost.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1220 svchost.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1220 svchost.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1220 svchost.exe          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
    1220 svchost.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1220 svchost.exe          0x76af0000 True   True   True  \WINDOWS\system32\regsvc.dll
    1220 svchost.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1220 svchost.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1220 svchost.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1220 svchost.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1220 svchost.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1220 svchost.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1220 svchost.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1220 svchost.exe          0x765e0000 True   True   True  \WINDOWS\system32\ssdpsrv.dll
    1220 svchost.exe          0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
    1220 svchost.exe          0x77690000 True   True   True  \WINDOWS\system32\ntmarta.dll
    1220 svchost.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1220 svchost.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1220 svchost.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1220 svchost.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1220 svchost.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1220 svchost.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1220 svchost.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1220 svchost.exe          0x5a6e0000 True   True   True  \WINDOWS\system32\webclnt.dll
    1220 svchost.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1484 explorer.exe         0x478c0000 True   True   True  \WINDOWS\system32\dot3api.dll
    1484 explorer.exe         0x01000000 True   False  True  \WINDOWS\explorer.exe
    1484 explorer.exe         0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1484 explorer.exe         0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1484 explorer.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1484 explorer.exe         0x76c00000 True   True   True  \WINDOWS\system32\credui.dll
    1484 explorer.exe         0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1484 explorer.exe         0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1484 explorer.exe         0x5dcd0000 True   True   True  \WINDOWS\system32\eappprxy.dll
    1484 explorer.exe         0x71c80000 True   True   True  \WINDOWS\system32\netrap.dll
    1484 explorer.exe         0x7e290000 True   True   True  \WINDOWS\system32\shdocvw.dll
    1484 explorer.exe         0x76eb0000 True   True   True  \WINDOWS\system32\tapi32.dll
    1484 explorer.exe         0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
    1484 explorer.exe         0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
    1484 explorer.exe         0x71c90000 True   True   True  \WINDOWS\system32\netui1.dll
    1484 explorer.exe         0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
    1484 explorer.exe         0x77bd0000 True   True   True  \WINDOWS\system32\midimap.dll
    1484 explorer.exe         0x7d1e0000 True   True   True  \WINDOWS\system32\msi.dll
    1484 explorer.exe         0x74ad0000 True   True   True  \WINDOWS\system32\powrprof.dll
    1484 explorer.exe         0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1484 explorer.exe         0x76990000 True   True   True  \WINDOWS\system32\ntshrui.dll
    1484 explorer.exe         0x77a20000 True   True   True  \WINDOWS\system32\cscui.dll
    1484 explorer.exe         0x76e80000 True   True   True  \WINDOWS\system32\rtutils.dll
    1484 explorer.exe         0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1484 explorer.exe         0x71cd0000 True   True   True  \WINDOWS\system32\netui0.dll
    1484 explorer.exe         0x71b20000 True   True   True  \WINDOWS\system32\mpr.dll
    1484 explorer.exe         0x76360000 True   True   True  \WINDOWS\system32\winsta.dll
    1484 explorer.exe         0x75f80000 True   True   True  \WINDOWS\system32\browseui.dll
    1484 explorer.exe         0x771b0000 True   True   True  \WINDOWS\system32\wininet.dll
    1484 explorer.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1484 explorer.exe         0x68000000 True   True   True  \WINDOWS\system32\rsaenh.dll
    1484 explorer.exe         0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1484 explorer.exe         0x76080000 True   True   True  \WINDOWS\system32\msvcp60.dll
    1484 explorer.exe         0x5dca0000 True   True   True  \WINDOWS\system32\onex.dll
    1484 explorer.exe         0x722b0000 True   True   True  \WINDOWS\system32\sensapi.dll
    1484 explorer.exe         0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1484 explorer.exe         0x74af0000 True   True   True  \WINDOWS\system32\batmeter.dll
    1484 explorer.exe         0x01100000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1484 explorer.exe         0x72d20000 True   True   True  \WINDOWS\system32\wdmaud.drv
    1484 explorer.exe         0x76f50000 True   True   True  \WINDOWS\system32\wtsapi32.dll
    1484 explorer.exe         0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1484 explorer.exe         0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1484 explorer.exe         0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1484 explorer.exe         0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
    1484 explorer.exe         0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1484 explorer.exe         0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1484 explorer.exe         0x76280000 True   True   True  \WINDOWS\system32\stobject.dll
    1484 explorer.exe         0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1484 explorer.exe         0x75150000 True   True   True  \WINDOWS\system32\cabinet.dll
    1484 explorer.exe         0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1484 explorer.exe         0x76380000 True   True   True  \WINDOWS\system32\msimg32.dll
    1484 explorer.exe         0x745b0000 True   True   True  \WINDOWS\system32\eappcfg.dll
    1484 explorer.exe         0x76400000 True   True   True  \WINDOWS\system32\netshell.dll
    1484 explorer.exe         0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
    1484 explorer.exe         0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1484 explorer.exe         0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1484 explorer.exe         0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1484 explorer.exe         0x71d40000 True   True   True  \WINDOWS\system32\actxprxy.dll
    1484 explorer.exe         0x75f70000 True   True   True  \WINDOWS\system32\davclnt.dll
    1484 explorer.exe         0x76600000 True   True   True  \WINDOWS\system32\cscdll.dll
    1484 explorer.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1484 explorer.exe         0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1484 explorer.exe         0x5ba60000 True   True   True  \WINDOWS\system32\themeui.dll
    1484 explorer.exe         0x76c90000 True   True   True  \WINDOWS\system32\imagehlp.dll
    1484 explorer.exe         0x754d0000 True   True   True  \WINDOWS\system32\cryptui.dll
    1484 explorer.exe         0x72d10000 True   True   True  \WINDOWS\system32\msacm32.drv
    1484 explorer.exe         0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1484 explorer.exe         0x7e1e0000 True   True   True  \WINDOWS\system32\urlmon.dll
    1484 explorer.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1484 explorer.exe         0x75f60000 True   True   True  \WINDOWS\system32\drprov.dll
    1484 explorer.exe         0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1484 explorer.exe         0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1484 explorer.exe         0x76e90000 True   True   True  \WINDOWS\system32\rasman.dll
    1484 explorer.exe         0x736d0000 True   True   True  \WINDOWS\system32\dot3dlg.dll
    1484 explorer.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1484 explorer.exe         0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1484 explorer.exe         0x74b30000 True   True   True  \WINDOWS\system32\webcheck.dll
    1484 explorer.exe         0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1484 explorer.exe         0x76980000 True   True   True  \WINDOWS\system32\linkinfo.dll
    1484 explorer.exe         0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
    1484 explorer.exe         0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1484 explorer.exe         0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
    1484 explorer.exe         0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1484 explorer.exe         0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1484 explorer.exe         0x75e60000 True   True   True  \WINDOWS\system32\cryptnet.dll
    1484 explorer.exe         0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1484 explorer.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1484 explorer.exe         0x71c10000 True   True   True  \WINDOWS\system32\ntlanman.dll
    1484 explorer.exe         0x76ee0000 True   True   True  \WINDOWS\system32\rasapi32.dll
    1484 explorer.exe         0x4d4f0000 True   True   True  \WINDOWS\system32\winhttp.dll
    1484 explorer.exe         0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1512 spoolsv.exe          0x01000000 True   False  True  \WINDOWS\system32\spoolsv.exe
    1512 spoolsv.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1512 spoolsv.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1512 spoolsv.exe          0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1512 spoolsv.exe          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1512 spoolsv.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1512 spoolsv.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1512 spoolsv.exe          0x767a0000 True   True   True  \WINDOWS\system32\ntdsapi.dll
    1512 spoolsv.exe          0x76c90000 True   True   True  \WINDOWS\system32\imagehlp.dll
    1512 spoolsv.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
    1512 spoolsv.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1512 spoolsv.exe          0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1512 spoolsv.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1512 spoolsv.exe          0x72400000 True   True   True  \WINDOWS\system32\tcpmon.dll
    1512 spoolsv.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1512 spoolsv.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1512 spoolsv.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1512 spoolsv.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1512 spoolsv.exe          0x76c60000 True   True   True  \WINDOWS\system32\sfc_os.dll
    1512 spoolsv.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1512 spoolsv.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1512 spoolsv.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1512 spoolsv.exe          0x75c10000 True   True   True  \WINDOWS\system32\win32spl.dll
    1512 spoolsv.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1512 spoolsv.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1512 spoolsv.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1512 spoolsv.exe          0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    1512 spoolsv.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1512 spoolsv.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1512 spoolsv.exe          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
    1512 spoolsv.exe          0x77b20000 True   True   True  \WINDOWS\system32\msasn1.dll
    1512 spoolsv.exe          0x75bb0000 True   True   True  \WINDOWS\system32\localspl.dll
    1512 spoolsv.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1512 spoolsv.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1512 spoolsv.exe          0x723f0000 True   True   True  \WINDOWS\system32\usbmon.dll
    1512 spoolsv.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1512 spoolsv.exe          0x01010000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1512 spoolsv.exe          0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1512 spoolsv.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1512 spoolsv.exe          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1512 spoolsv.exe          0x74280000 True   True   True  \WINDOWS\system32\pjlmon.dll
    1512 spoolsv.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1512 spoolsv.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1512 spoolsv.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1512 spoolsv.exe          0x742a0000 True   True   True  \WINDOWS\system32\cnbjmon.dll
    1512 spoolsv.exe          0x742e0000 True   True   True  \WINDOWS\system32\spoolss.dll
    1512 spoolsv.exe          0x71c80000 True   True   True  \WINDOWS\system32\netrap.dll
    1512 spoolsv.exe          0x74300000 True   True   True  \WINDOWS\system32\inetpp.dll
    1512 spoolsv.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1640 reader_sl.exe        0x00400000 True   False  True  \Program Files\Adobe\Reader 9.0\Reader\reader_sl.exe
    1640 reader_sl.exe        0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1640 reader_sl.exe        0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1640 reader_sl.exe        0x7c420000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcp80.dll
    1640 reader_sl.exe        0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1640 reader_sl.exe        0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1640 reader_sl.exe        0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1640 reader_sl.exe        0x78130000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcr80.dll
    1640 reader_sl.exe        0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1640 reader_sl.exe        0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1640 reader_sl.exe        0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1640 reader_sl.exe        0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1640 reader_sl.exe        0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1640 reader_sl.exe        0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1640 reader_sl.exe        0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1640 reader_sl.exe        0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1640 reader_sl.exe        0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1640 reader_sl.exe        0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     788 alg.exe              0x01000000 True   False  True  \WINDOWS\system32\alg.exe
     788 alg.exe              0x00680000 True   True   True  \WINDOWS\system32\xpsp2res.dll
     788 alg.exe              0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
     788 alg.exe              0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     788 alg.exe              0x77c00000 True   True   True  \WINDOWS\system32\version.dll
     788 alg.exe              0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
     788 alg.exe              0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     788 alg.exe              0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
     788 alg.exe              0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     788 alg.exe              0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
     788 alg.exe              0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
     788 alg.exe              0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
     788 alg.exe              0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     788 alg.exe              0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
     788 alg.exe              0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
     788 alg.exe              0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
     788 alg.exe              0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
     788 alg.exe              0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     788 alg.exe              0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     788 alg.exe              0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     788 alg.exe              0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
     788 alg.exe              0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
     788 alg.exe              0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
     788 alg.exe              0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
     788 alg.exe              0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
     788 alg.exe              0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     788 alg.exe              0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
     788 alg.exe              0x77050000 True   True   True  \WINDOWS\system32\comres.dll
     788 alg.exe              0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
     788 alg.exe              0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
     788 alg.exe              0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
     788 alg.exe              0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1136 wuauclt.exe          0x00400000 True   False  True  \WINDOWS\system32\wuauclt.exe
    1136 wuauclt.exe          0x00fb0000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    1136 wuauclt.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1136 wuauclt.exe          0x50040000 True   True   True  \WINDOWS\system32\wuaueng.dll
    1136 wuauclt.exe          0x76360000 True   True   True  \WINDOWS\system32\winsta.dll
    1136 wuauclt.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1136 wuauclt.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1136 wuauclt.exe          0x76780000 True   True   True  \WINDOWS\system32\shfolder.dll
    1136 wuauclt.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1136 wuauclt.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1136 wuauclt.exe          0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1136 wuauclt.exe          0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    1136 wuauclt.exe          0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1136 wuauclt.exe          0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
    1136 wuauclt.exe          0x76380000 True   True   True  \WINDOWS\system32\msimg32.dll
    1136 wuauclt.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1136 wuauclt.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1136 wuauclt.exe          0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1136 wuauclt.exe          0x600a0000 True   True   True  \WINDOWS\system32\mspatcha.dll
    1136 wuauclt.exe          0x606b0000 True   True   True  \WINDOWS\system32\esent.dll
    1136 wuauclt.exe          0x76c60000 True   True   True  \WINDOWS\system32\sfc_os.dll
    1136 wuauclt.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1136 wuauclt.exe          0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
